Date,HDFCBANK.NS,ICICIBANK.NS,SBIN.NS,TCS.NS,INFY.NS,HCLTECH.NS,ITC.NS,HINDUNILVR.NS,RELIANCE.NS,LT.NS,^NSEI
2023-08-23,759.6119995117,943.3050537109,546.3682250977,3097.4860839844,1280.9074707031,1050.5028076172,386.6455078125,2431.4733886719,1246.0733642578,2645.6477050781,19444.0000000000
2023-08-24,756.1170654297,945.3539428711,546.4155883789,3087.9150390625,1295.1450195312,1040.5087890625,387.0317687988,2438.2746582031,1225.1258544922,2616.9772949219,19386.6992187500
2023-08-25,747.5949707031,946.7686767578,539.7861328125,3082.0366210938,1291.9609375000,1025.1398925781,380.5512084961,2421.5551757812,1219.4691162109,2568.5446777344,19265.8007812500
2023-08-28,755.3749389648,946.9150390625,542.5325317383,3076.7949218750,1287.9124755859,1018.4768676758,378.8774108887,2414.1398925781,1207.3156738281,2623.9868164062,19306.0507812500
2023-08-29,761.3834838867,944.1831665039,544.4266357422,3077.3422851562,1289.7320556641,1028.3378906250,377.7615356445,2386.2263183594,1195.7551269531,2646.9619140625,19342.6503906250
2023-08-30,755.8297729492,935.5487670898,537.3710327148,3090.8320312500,1305.6530761719,1039.8422851562,380.0791320801,2391.7053222656,1194.6187744141,2637.2753906250,19347.4492187500
2023-08-31,752.3586425781,935.4023437500,531.6411132812,3059.7045898438,1305.9257812500,1041.3082275391,377.4182128906,2366.2954101562,1189.1595458984,2631.1423339844,19253.8007812500
2023-09-01,753.9147338867,945.1100463867,539.4072265625,3080.1220703125,1313.5678710938,1053.4345703125,378.5769958496,2366.0593261719,1191.9509277344,2630.5583496094,19435.3007812500
2023-09-04,758.6306762695,943.7929077148,545.0896606445,3115.9436035156,1332.9005126953,1094.9217529297,375.5298156738,2362.8474121094,1190.9875488281,2639.3198242188,19528.8007812500
2023-09-05,754.0104980469,944.8173828125,542.6746215820,3125.8334960938,1345.4552001953,1097.6309814453,380.3366088867,2368.1848144531,1197.3608398438,2660.5910644531,19574.9003906250
2023-09-06,763.8730468750,934.1828002930,540.3068847656,3126.3347167969,1344.1361083984,1097.8975830078,384.0704650879,2383.7236328125,1199.8802490234,2658.1574707031,19611.0507812500
2023-09-07,771.2221679688,942.1343383789,548.4044799805,3149.4406738281,1333.9011230469,1114.0217285156,382.7400817871,2368.5622558594,1201.5107421875,2771.0373535156,19727.0507812500
2023-09-08,777.2306518555,946.9150390625,552.5715942383,3137.2729492188,1336.9943847656,1121.1730957031,379.9503479004,2374.5607910156,1209.5141601562,2824.7761230469,19819.9492187500
2023-09-11,781.2523803711,954.4274902344,560.3849487305,3172.5932617188,1343.2260742188,1138.4965820312,383.8558959961,2395.7673339844,1222.5570068359,2817.5717773438,19996.3496093750
2023-09-12,783.6940307617,966.3791503906,557.2122802734,3263.8793945312,1365.6519775391,1139.2518310547,387.2463989258,2360.4392089844,1204.8948974609,2866.1511230469,19993.1992187500
2023-09-13,787.0454101562,965.6962890625,564.8835449219,3252.0759277344,1363.1503906250,1132.8997802734,389.2634887695,2367.7124023438,1210.9222412109,2829.7895507812,20070.0000000000
2023-09-14,786.5665893555,963.6473999023,565.6885986328,3244.9660644531,1370.9741210938,1140.3176269531,386.2163085938,2362.2807617188,1212.0338134766,2841.3261718750,20103.0996093750
2023-09-15,795.5914306641,968.2817382812,567.1091308594,3279.8303222656,1375.2047119141,1158.9736328125,384.8429870605,2332.9033203125,1214.2817382812,2831.5419921875,20192.3496093750
2023-09-18,779.9357299805,966.0864868164,571.9866333008,3286.9855957031,1357.1912841797,1159.3287353516,388.0188598633,2350.8034667969,1203.7091064453,2842.5429687500,20133.3007812500
2023-09-20,748.6483154297,963.1107177734,569.2874755859,3286.8940429688,1355.7812500000,1149.0239257812,388.7913818359,2330.2114257812,1176.8826904297,2813.4831542969,19901.4003906250
2023-09-21,743.6929931641,935.9389648438,557.0228881836,3267.9812011719,1366.2434082031,1135.3427734375,384.1133728027,2336.3513183594,1168.3110351562,2822.5856933594,19742.3496093750
2023-09-22,732.3462524414,927.1581420898,566.4935913086,3284.7065429688,1361.1488037109,1131.5227050781,380.3366088867,2344.9472656250,1163.4447021484,2841.2287597656,19674.2500000000
2023-09-25,732.9925537109,933.0607299805,562.6105346680,3260.5522460938,1341.1339111328,1122.4169921875,379.9074096680,2338.7131347656,1156.2810058594,2825.6523437500,19674.5507812500
2023-09-26,736.1763305664,925.5971069336,562.9420166016,3268.3454589844,1328.8519287109,1120.6402587891,379.7786560059,2341.6411132812,1157.2938232422,2835.4360351562,19664.6992187500
2023-09-27,731.0056152344,920.1334838867,558.5381469727,3271.6269531250,1334.6290283203,1120.3291015625,385.5296630859,2363.1784667969,1170.3366699219,2886.5463867188,19716.4492187500
2023-09-28,729.4975585938,919.6455688477,558.7276000977,3223.7280273438,1309.5650634766,1103.2723388672,378.3194885254,2324.0715332031,1153.1440429688,2930.3061523438,19523.5507812500
2023-09-29,730.7423706055,928.7191772461,566.8723754883,3216.2990722656,1305.9257812500,1096.9648437500,381.4524230957,2329.0305175781,1158.5290527344,2943.4973144531,19638.3007812500
2023-10-03,722.0048828125,917.4016723633,571.0395507812,3202.8547363281,1304.6066894531,1100.4294433594,377.4611511230,2332.1477050781,1145.2639160156,2991.8813476562,19528.7500000000
2023-10-04,732.2983398438,907.4012451172,555.2233886719,3224.6396484375,1314.0229492188,1101.1846923828,374.3281250000,2368.9404296875,1143.2878417969,2947.5861816406,19436.0996093750
2023-10-05,735.2667236328,917.9382324219,560.8111572266,3271.6726074219,1331.3992919922,1097.5422363281,374.2851562500,2379.9921875000,1143.2631835938,3014.0776367188,19545.7500000000
2023-10-06,734.4528808594,922.1823730469,562.7999877930,3300.8857421875,1345.2734375000,1099.5410156250,379.5211486816,2360.9580078125,1145.1898193359,3011.7900390625,19653.5000000000
2023-10-09,725.9307861328,915.7431030273,554.1342163086,3316.3359375000,1342.3164062500,1110.1129150391,378.0619812012,2372.1992187500,1135.4326171875,2993.2929687500,19512.3496093750
2023-10-10,730.0481567383,928.0362548828,560.3376464844,3307.7221679688,1360.2391357422,1120.9511718750,381.4524230957,2376.8273925781,1140.4470214844,2994.5585937500,19689.8496093750
2023-10-11,737.1099243164,929.8898925781,557.2122802734,3290.4035644531,1359.5566406250,1106.5593261719,384.7571411133,2414.8010253906,1158.5537109375,3006.9223632812,19811.3496093750
2023-10-12,742.0173339844,931.0119018555,555.0339355469,3229.0148925781,1333.2644042969,1087.1484375000,386.8601074219,2415.3679199219,1160.7026367188,3000.1562500000,19794.0000000000
2023-10-13,735.2667236328,928.1337890625,545.6578979492,3254.8103027344,1302.0137939453,1115.7098388672,384.8429870605,2427.1281738281,1160.6534423828,3007.7988281250,19751.0507812500
2023-10-16,732.3223266602,928.2313842773,545.1843872070,3212.1518554688,1304.7432861328,1128.8134765625,385.3580017090,2416.5959472656,1158.0596923828,3019.7727050781,19731.7500000000
2023-10-17,737.8759765625,930.6704711914,545.9420166016,3196.6567382812,1312.2941894531,1134.5874023438,389.2205505371,2414.5651855469,1163.5928955078,2985.1154785156,19811.5000000000
2023-10-18,727.6065063477,920.7675781250,542.3432006836,3178.6086425781,1310.5656738281,1127.7471923828,387.6755065918,2407.1027832031,1148.1540527344,2964.9633789062,19671.0996093750
2023-10-19,725.3083496094,912.9624633789,540.9699096680,3157.9558105469,1304.2882080078,1125.8817138672,386.6026306152,2406.9611816406,1139.3354492188,2973.5305175781,19624.6992187500
2023-10-20,729.0666503906,910.0355224609,533.2985839844,3193.5048828125,1298.4659423828,1128.7962646484,376.2164916992,2356.9436035156,1135.8524169922,2932.5939941406,19542.6503906250
2023-10-23,721.0473632812,907.3037109375,523.6857299805,3116.3754882812,1281.5440673828,1109.1101074219,374.1564331055,2345.9389648438,1118.1162109375,2879.9748535156,19281.7500000000
2023-10-25,716.4751586914,893.7909545898,526.7637329102,3098.0524902344,1262.5603027344,1102.2491455078,371.4096984863,2340.0825195312,1115.5225830078,2838.8920898438,19122.1503906250
2023-10-26,700.6279296875,886.5224609375,518.0505981445,3049.2985839844,1252.7918701172,1104.7601318359,372.8260192871,2339.2321777344,1099.9849853516,2788.7558593750,18857.2500000000
2023-10-27,703.3808593750,890.5225830078,531.4517822266,3062.2749023438,1272.0521240234,1137.8546142578,372.3110046387,2344.5693359375,1119.4008789062,2825.0681152344,19047.2500000000
2023-10-30,711.0172119141,902.3766479492,535.2874755859,3087.4978027344,1269.0109863281,1134.3118896484,369.4784545898,2341.5939941406,1142.4726562500,2848.8710937500,19140.9003906250
2023-10-31,706.8997802734,893.0592041016,535.6188964844,3078.5424804688,1261.0396728516,1144.4018554688,367.7188110352,2346.4113769531,1130.3192138672,2851.4992675781,19079.5996093750
2023-11-01,705.9421997070,891.7909545898,536.4239501953,3043.7236328125,1247.9075927734,1129.1101074219,367.4613342285,2335.3122558594,1135.0126953125,2818.6428222656,18989.1503906250
2023-11-02,707.0194091797,897.5472412109,541.8222045898,3070.6374511719,1262.6524658203,1142.0698242188,370.0792846680,2366.2849121094,1146.2767333984,2840.8393554688,19133.2500000000
2023-11-03,710.3708496094,911.0599365234,547.5521240234,3062.2297363281,1280.0697021484,1135.6572265625,371.8818054199,2387.6467285156,1146.0296630859,2834.1706542969,19230.5996093750
2023-11-06,715.5175170898,922.4262695312,543.9531860352,3089.0512695312,1293.2016601562,1138.7514648438,373.6843872070,2376.3710937500,1155.5646972656,2896.6708984375,19411.7500000000
2023-11-07,712.0465087891,925.0116577148,549.0673828125,3080.0957031250,1294.1231689453,1142.5632324219,371.4096984863,2375.4672851562,1148.0552978516,2882.8955078125,19406.6992187500
2023-11-08,714.1052246094,912.9624633789,549.5882568359,3090.2395019531,1281.8665771484,1136.9129638672,375.0577392578,2397.2575683594,1154.0332031250,2917.1147460938,19443.5000000000
2023-11-09,711.2805175781,914.5234375000,547.7415161133,3059.0766601562,1266.9376220703,1136.7785644531,372.8689270020,2356.6743164062,1141.5092773438,2944.7631835938,19395.3007812500
2023-11-10,714.0812377930,915.7431030273,548.8306274414,3046.2829589844,1261.4544677734,1125.9711914062,374.7143859863,2366.0468750000,1143.6583251953,2952.9404296875,19425.3496093750
2023-11-13,712.7885742188,911.6940917969,550.5827026367,3044.5471191406,1265.7857666016,1130.9488525391,374.2423400879,2358.0537109375,1143.5101318359,2967.7863769531,19443.5507812500
2023-11-15,720.2573852539,918.1821289062,553.7554321289,3111.0295410156,1299.8366699219,1144.9848632812,379.3494873047,2365.9040527344,1164.1857910156,2983.8012695312,19675.4492187500
2023-11-16,722.1484985352,913.2063598633,553.7080688477,3196.5207519531,1331.5378417969,1175.8367919922,376.5169677734,2370.4714355469,1166.2854003906,2970.3664550781,19765.1992187500
2023-11-17,720.5924682617,899.4009399414,533.2512207031,3200.7243652344,1324.7644042969,1174.1329345703,377.0319213867,2406.2492675781,1163.7410888672,3026.6848144531,19731.8007812500
2023-11-20,720.6403198242,899.0107421875,533.9141845703,3216.3972167969,1323.8890380859,1188.7071533203,374.9289855957,2384.9824218750,1160.6781005859,3007.0197753906,19694.0000000000
2023-11-21,726.7446289062,903.5474243164,531.7832641602,3207.8066406250,1326.1007080078,1189.7833251953,374.4569091797,2383.8405761719,1175.2769775391,2993.4389648438,19783.4003906250
2023-11-22,724.1593627930,900.2790527344,529.3682250977,3226.0378417969,1343.4255371094,1192.5634765625,377.4182128906,2399.6838378906,1179.8715820312,3000.6918945312,19811.8496093750
2023-11-23,728.3485107422,900.5229492188,530.3153076172,3206.0244140625,1335.5465087891,1191.9357910156,377.9761047363,2397.7807617188,1183.4780273438,2965.0119628906,19802.0000000000
2023-11-24,733.5192260742,906.7670898438,530.6941528320,3159.2810058594,1324.6262207031,1174.1329345703,375.7873229980,2393.3083496094,1182.6875000000,2973.3845214844,19794.6992187500
2023-11-28,731.8674926758,902.9620971680,534.5771484375,3171.2065429688,1329.5102539062,1180.8593750000,373.5985107422,2388.8840332031,1182.9345703125,2969.2470703125,19889.6992187500
2023-11-29,746.4699096680,916.7186889648,538.5075073242,3211.0505371094,1345.0844726562,1196.3752441406,375.2723388672,2402.6811523438,1186.0471191406,3002.1035156250,20096.5996093750
2023-11-30,746.3023071289,912.1819458008,534.8612670898,3187.1533203125,1340.9837646484,1202.6083984375,374.0706481934,2422.1875000000,1174.5606689453,3026.8793945312,20133.1503906250
2023-12-01,744.6744995117,923.6458740234,541.4907836914,3209.1313476562,1338.3571777344,1198.8415527344,386.0875854492,2439.4104003906,1182.8853759766,3106.1728515625,20267.9003906250
2023-12-04,770.5279541016,967.0621337891,563.2261962891,3209.8627929688,1349.4617919922,1199.9626464844,389.7355651855,2476.1872558594,1195.6810302734,3225.8190917969,20686.8007812500
2023-12-05,777.3742065430,988.7703247070,576.0590820312,3227.3635253906,1339.8776855469,1181.6665039062,387.7613830566,2439.0300292969,1204.3514404297,3227.6687011719,20855.0996093750
2023-12-06,779.3372802734,978.8187255859,576.2484741211,3293.6174316406,1358.6312255859,1192.4293212891,397.6324462891,2443.2165527344,1215.8874511719,3302.4841308594,20937.6992187500
2023-12-07,780.6059570312,974.6721801758,579.3265380859,3303.4865722656,1350.8902587891,1191.0389404297,393.2119140625,2396.2104492188,1213.8864746094,3266.7558593750,20901.1503906250
2023-12-08,791.4979248047,986.2335815430,581.6468505859,3314.2705078125,1374.1591796875,1223.4157714844,385.5296630859,2400.0644531250,1213.2441406250,3289.0009765625,20969.4003906250
2023-12-11,790.4446411133,992.3313598633,581.7415161133,3329.0749511719,1371.7170410156,1233.4608154297,388.3622131348,2382.3178710938,1215.0228271484,3296.1560058594,20997.0996093750
2023-12-12,782.5927734375,990.9655151367,579.9894409180,3355.7597656250,1360.2437744141,1233.4608154297,388.9201965332,2381.4616699219,1197.5830078125,3253.9052734375,20906.4003906250
2023-12-13,780.8214111328,989.2093505859,587.0451660156,3283.9765625000,1335.3161621094,1227.9897460938,391.1089477539,2390.1682128906,1202.4739990234,3309.7856445312,20926.3496093750
2023-12-14,790.0377197266,1008.4784545898,590.6440429688,3351.3276367188,1383.6510009766,1268.7076416016,394.9286193848,2394.4025878906,1217.3940429688,3342.2038574219,21182.6992187500
2023-12-15,793.1018676758,1012.1370849609,613.9420776367,3528.3859863281,1454.5638427734,1337.4971923828,393.2977905273,2400.6350097656,1232.9317626953,3395.6501464844,21456.6503906250
2023-12-18,792.6948242188,996.5755004883,614.1788940430,3526.7412109375,1441.6162109375,1349.1563720703,387.6755065918,2412.6247558594,1245.4803466797,3399.1550292969,21418.6503906250
2023-12-19,791.3543090820,990.7216186523,620.7136840820,3487.4455566406,1436.0408935547,1334.8066406250,391.4951782227,2436.6037597656,1263.8094482422,3406.3103027344,21453.0996093750
2023-12-20,793.3171997070,982.1358642578,602.7666015625,3454.4096679688,1415.8588867188,1291.4431152344,387.1176147461,2433.5585937500,1248.5187988281,3327.9904785156,21150.1503906250
2023-12-21,807.5365600586,979.9407348633,609.6802978516,3461.2180175781,1415.4903564453,1275.3894042969,387.5038757324,2429.4667968750,1266.0079345703,3333.4907226562,21255.0507812500
2023-12-22,799.9481201172,970.0866088867,603.0507202148,3494.5737304688,1440.2799072266,1311.8465576172,390.7227172852,2450.7814941406,1267.2430419922,3385.8664550781,21349.4003906250
2023-12-26,805.5018920898,970.8671264648,604.2819213867,3468.5747070312,1422.8166503906,1307.7658691406,391.7956542969,2459.4880371094,1273.6656494141,3397.6462402344,21441.3496093750
2023-12-27,815.4841918945,977.8430786133,614.2262573242,3482.8764648438,1444.1503906250,1320.2326660156,392.3536071777,2481.8967285156,1278.0131835938,3450.1677246094,21654.7500000000
2023-12-28,816.4177246094,981.4041748047,616.9254150391,3472.5498046875,1440.0494384766,1320.5910644531,398.3620605469,2506.1611328125,1287.2518310547,3424.9045410156,21778.6992187500
2023-12-29,818.3328247070,972.3306274414,608.0702514648,3466.6098632812,1421.8491210938,1314.8961181641,396.6453247070,2534.8498535156,1277.0744628906,3432.6442871094,21731.4003906250
2024-01-01,812.9945678711,975.0624389648,607.4072875977,3482.7854003906,1429.6361083984,1330.7259521484,401.7525329590,2526.0957031250,1279.6928710938,3432.1086425781,21741.9003906250
2024-01-02,813.4733276367,958.3300781250,605.6078491211,3457.2883300781,1414.0158691406,1317.9903564453,403.7267761230,2487.1303710938,1290.2900390625,3347.0715332031,21665.8007812500
2024-01-03,800.9296264648,960.0862426758,609.3961181641,3373.7167968750,1373.0994873047,1289.4700927734,409.6494140625,2480.2314453125,1276.2593994141,3349.2622070312,21517.3496093750
2024-01-04,809.5235595703,963.1107177734,608.7332153320,3350.9160156250,1394.0184326172,1273.5056152344,408.9198303223,2466.9099121094,1282.8546142578,3367.1259765625,21658.5996093750
2024-01-05,805.3822021484,969.5012817383,607.9755249023,3415.8908691406,1412.3111572266,1285.0306396484,406.8168640137,2493.0773925781,1288.3138427734,3428.6525878906,21710.8007812500
2024-01-08,796.4052734375,958.0861816406,593.8167724609,3361.4252929688,1403.3260498047,1298.5731201172,399.5637512207,2453.3032226562,1278.2602539062,3408.4038085938,21513.0000000000
2024-01-09,790.2052001953,955.8909301758,592.3015136719,3372.0258789062,1409.3160400391,1309.7839355469,398.7482910156,2454.7302246094,1274.8759765625,3461.8012695312,21544.8496093750
2024-01-10,792.8144531250,968.8670654297,588.8446044922,3393.1813964844,1400.6534423828,1338.2147216797,397.6753540039,2452.4938964844,1309.2613525391,3451.6276855469,21618.6992187500
2024-01-11,789.4871215820,967.0133666992,587.3766479492,3413.7434082031,1376.9698486328,1331.6674804688,397.1174316406,2413.2907714844,1343.6961669922,3412.0544433594,21647.1992187500
2024-01-12,785.7526855469,979.0626220703,600.0674438477,3548.3083496094,1486.2188720703,1381.8922119141,400.5937805176,2420.7131347656,1354.3920898438,3474.3110351562,21894.5507812500
2024-01-15,800.8817138672,985.2579956055,606.2234497070,3567.4987792969,1522.4814453125,1424.4035644531,401.3663024902,2448.4975585938,1377.5130615234,3449.2429199219,22097.4492187500
2024-01-16,803.9219360352,984.4774169922,603.1928100586,3528.6606445312,1503.5438232422,1395.0311279297,405.4005432129,2444.5969238281,1358.2456054688,3478.8864746094,22032.3007812500
2024-01-17,736.1045532227,957.8422241211,592.8696899414,3549.9531250000,1511.5151367188,1413.3719482422,400.5079040527,2438.6967773438,1345.3510742188,3476.4040527344,21571.9492187500
2024-01-18,711.5198974609,962.3302001953,595.0479125977,3566.4023437500,1513.7268066406,1405.8833007812,399.5637512207,2424.5187988281,1351.6500244141,3500.7910156250,21462.2500000000
2024-01-19,704.0989990234,974.8673095703,594.5270385742,3628.4714355469,1529.0244140625,1417.0900878906,404.7138366699,2441.0754394531,1351.1560058594,3549.4667968750,21622.4003906250
2024-01-23,683.3682861328,1003.9904174805,573.0758056641,3550.4367675781,1513.3121337891,1377.0524902344,394.2419433594,2260.4262695312,1312.7442626953,3456.9821777344,21238.8007812500
2024-01-24,697.0371093750,974.8673095703,585.5771484375,3535.2990722656,1543.9534912109,1424.7272949219,397.9328613281,2323.3225097656,1327.8620605469,3494.1706542969,21453.9492187500
2024-01-25,686.9830932617,985.3555297852,580.3208618164,3506.3120117188,1538.1478271484,1401.0932617188,391.1089477539,2310.6196289062,1336.9522705078,3498.3083496094,21352.5996093750
2024-01-29,696.4387207031,991.6484985352,589.9810791016,3497.7536621094,1526.6285400391,1423.0552978516,386.0875854492,2325.9392089844,1430.7956542969,3609.8254394531,21737.5996093750
2024-01-30,691.4834594727,992.1362915039,593.5799560547,3497.3400878906,1521.8824462891,1409.2724609375,376.0019226074,2339.4990234375,1390.8524169922,3537.1032714844,21522.0996093750
2024-01-31,700.2210083008,1003.1123657227,606.6022338867,3511.5117187500,1530.5910644531,1424.3656005859,379.0061340332,2361.2893066406,1409.6258544922,3387.6188964844,21725.6992187500
2024-02-01,702.0402832031,1000.1853637695,613.3739013672,3546.6638183594,1527.0432128906,1425.6308593750,380.1649475098,2353.7246093750,1409.6506347656,3308.0332031250,21697.4492187500
2024-02-02,692.3691406250,999.0633544922,615.2680664062,3649.8662109375,1560.4951171875,1431.3701171875,377.7615356445,2333.7424316406,1440.3306884766,3286.6643066406,21853.8007812500
2024-02-05,691.7467651367,998.5755615234,608.9226684570,3656.3081054688,1554.8277587891,1405.7025146484,376.0019226074,2302.2460937500,1421.8782958984,3253.2727050781,21771.6992187500
2024-02-06,691.3876342773,1001.4049072266,615.8362426758,3806.0278320312,1593.7628173828,1467.5214843750,370.2938842773,2308.7644042969,1410.7869873047,3333.5881347656,21929.4003906250
2024-02-07,684.6130981445,997.2584228516,639.5131835938,3757.6242675781,1560.8637695312,1459.9295654297,370.6372375488,2307.9077148438,1424.9660644531,3304.8208007812,21930.5000000000
2024-02-08,671.7343750000,965.2083740234,662.5271606445,3804.2792968750,1559.3433837891,1476.6044921875,361.2609863281,2299.9150390625,1432.8459472656,3247.1877441406,21717.9492187500
2024-02-09,671.9976806641,986.0872802734,686.8669433594,3803.9113769531,1538.3782958984,1473.7124023438,362.0888977051,2306.6706542969,1443.3443603516,3236.5280761719,21782.5000000000
2024-02-12,665.4864501953,971.8427734375,670.4352416992,3791.9489746094,1548.2847900391,1506.5650634766,354.5507812500,2270.0366210938,1435.0444335938,3212.1899414062,21616.0507812500
2024-02-13,667.6168823242,994.9656372070,675.6915283203,3818.4509277344,1552.3856201172,1505.3448486328,354.4636535645,2277.9819335938,1447.6424560547,3233.5585937500,21743.2500000000
2024-02-14,662.6377563477,997.7951049805,704.0564575195,3772.9919433594,1535.4753417969,1510.6771240234,358.6466369629,2272.2250976562,1463.7235107422,3221.3896484375,21840.0507812500
2024-02-15,677.0007934570,991.8923950195,721.3879394531,3775.8444824219,1544.8289794922,1502.5883789062,351.9800415039,2236.9235839844,1453.0769042969,3212.9196777344,21910.7500000000
2024-02-16,679.8015747070,998.3316650391,714.7583618164,3798.9416503906,1568.1440429688,1507.0168457031,352.5900268555,2260.1406250000,1443.1713867188,3297.0808105469,22040.6992187500
2024-02-19,678.4609985352,1018.3325195312,719.0675659180,3776.3964843750,1566.3929443359,1514.0662841797,356.6422729492,2271.4638671875,1456.4365234375,3251.4230957031,22122.2500000000
2024-02-20,696.2711791992,1023.2106933594,719.8725585938,3709.0825195312,1553.0307617188,1503.0401611328,353.8972167969,2287.5927734375,1453.4969482422,3267.8754882812,22196.9492187500
2024-02-21,689.0177612305,1026.3326416016,730.6692504883,3673.0561523438,1525.6610107422,1478.8638916016,351.5007019043,2290.4472656250,1450.2115478516,3209.1230468750,22055.0507812500
2024-02-22,679.6340332031,1036.8209228516,725.3656616211,3761.0290527344,1549.4365234375,1524.1436767578,361.1738586426,2272.3681640625,1464.0941162109,3274.6899414062,22217.4492187500
2024-02-23,680.1367187500,1035.4550781250,718.8781127930,3728.8212890625,1545.2896728516,1505.4803466797,358.5159301758,2278.0771484375,1475.8276367188,3298.2492675781,22212.6992187500
2024-02-26,680.9506225586,1028.5279541016,718.7360839844,3681.8439941406,1529.9001464844,1491.0651855469,356.5987243652,2287.7353515625,1469.6026611328,3378.2727050781,22122.0507812500
2024-02-27,679.9212646484,1034.3818359375,710.1650390625,3776.9489746094,1533.0792236328,1499.1989746094,358.2980346680,2288.7346191406,1467.9477539062,3413.6115722656,22198.3496093750
2024-02-28,674.7744750977,1020.7226562500,703.2040405273,3790.3381347656,1540.1291503906,1492.9630126953,355.8143920898,2304.1970214844,1438.2805175781,3378.3215332031,21951.1503906250
2024-02-29,671.9019165039,1026.5766601562,708.5076904297,3768.3908691406,1542.5711669922,1503.7633056641,354.0714721680,2295.3952636719,1443.3939208984,3385.4770507812,21982.8007812500
2024-03-01,684.9961547852,1060.4316406250,728.4436035156,3767.7006835938,1524.8775634766,1485.9133300781,356.8601379395,2292.9211425781,1474.3455810547,3537.2980957031,22338.7500000000
2024-03-04,685.9297485352,1065.7489013672,731.1901245117,3755.1396484375,1508.7506103516,1480.3551025391,356.5115661621,2304.6252441406,1489.4384765625,3547.9580078125,22405.5996093750
2024-03-05,689.8316650391,1061.5537109375,742.4603881836,3692.0124511719,1480.4591064453,1463.5445556641,353.9407958984,2283.5485839844,1482.3242187500,3516.9516601562,22356.3007812500
2024-03-06,690.6695556641,1070.3831787109,742.4130249023,3740.0480957031,1490.6422119141,1486.0036621094,355.4222717285,2284.4528808594,1485.0909423828,3545.7675781250,22474.0507812500
2024-03-07,692.3452758789,1061.4559326172,746.3433837891,3780.8137207031,1489.6285400391,1480.0841064453,360.3895568848,2302.2939453125,1461.3028564453,3579.5976562500,22493.5507812500
2024-03-11,683.5838012695,1052.4312744141,732.7528686523,3793.4667968750,1475.0219726562,1480.9879150391,356.7730407715,2274.0332031250,1449.1246337891,3544.2099609375,22332.6503906250
2024-03-12,698.7846679688,1050.6263427734,719.4937744141,3857.7900390625,1486.4031982422,1478.2313232422,352.4593505859,2262.9001464844,1457.8444824219,3525.7614746094,22335.6992187500
2024-03-13,699.1916503906,1057.5534667969,707.7026367188,3817.9907226562,1484.9747314453,1474.5258789062,368.1454772949,2200.5268554688,1415.1098632812,3444.8618164062,21997.6992187500
2024-03-14,696.8216552734,1057.2120361328,701.8308105469,3871.9155273438,1523.5874023438,1517.6813964844,365.7054138184,2221.4606933594,1414.4180908203,3512.6677246094,22146.6503906250
2024-03-15,695.4812011719,1054.0410156250,693.1651000977,3882.6354980469,1505.8015136719,1488.8056640625,365.2261352539,2214.8952636719,1401.3260498047,3443.4990234375,22023.3496093750
2024-03-18,692.3212890625,1054.8704833984,692.2653198242,3821.2114257812,1476.9113769531,1485.2808837891,363.7882080078,2188.4899902344,1422.3227539062,3466.9123535156,22055.6992187500
2024-03-19,693.9012451172,1057.5534667969,685.4937133789,3659.9890136719,1438.9436035156,1445.2882080078,356.9037170410,2157.0891113281,1408.2673339844,3408.9875488281,21817.4492187500
2024-03-20,685.1398315430,1058.0900878906,697.2848510742,3654.0993652344,1432.9534912109,1434.3974609375,362.2631835938,2133.3007812500,1426.5469970703,3416.7758789062,21839.0996093750
2024-03-21,692.1776123047,1055.4559326172,704.9086914062,3655.9858398438,1432.7231445312,1442.2606201172,367.0997619629,2133.6813964844,1433.6856689453,3465.7441406250,22011.9492187500
2024-03-22,690.7891845703,1063.7489013672,707.1817626953,3598.8864746094,1390.4704589844,1407.9619140625,373.5049438477,2147.1931152344,1437.6875000000,3522.0136718750,22096.7500000000
2024-03-26,682.4347534180,1057.3094482422,700.8836669922,3568.1513671875,1375.5415039062,1411.9384765625,372.6770324707,2131.4450683594,1424.3978271484,3572.9289550781,22004.6992187500
2024-03-27,689.7598266602,1057.3582763672,694.4909667969,3534.4709472656,1367.4318847656,1397.4329833984,372.9820556641,2131.1599121094,1475.0617675781,3608.2678222656,22123.6503906250
2024-03-28,693.2070312500,1066.6757812500,712.5327148438,3567.0468750000,1380.5178222656,1395.0378417969,373.2870788574,2154.6152343750,1468.1451416016,3664.2453613281,22326.9003906250
2024-04-01,704.0271606445,1072.8712158203,718.1677856445,3604.2692871094,1378.1218261719,1406.9226074219,371.8491516113,2175.1206054688,1467.0831298828,3736.3835449219,22462.0000000000
2024-04-02,708.6472778320,1054.8704833984,725.8392333984,3573.9487304688,1366.5103759766,1381.2551269531,371.1084289551,2175.8820800781,1469.2320556641,3706.5937500000,22453.3007812500
2024-04-03,709.6766357422,1050.9677734375,730.2430419922,3632.3825683594,1364.4829101562,1388.0787353516,370.5419616699,2155.4240722656,1454.0650634766,3682.3044433594,22434.6503906250
2024-04-04,731.3647460938,1052.5775146484,719.1149291992,3683.9147949219,1370.0582275391,1391.5130615234,368.4069213867,2155.1860351562,1445.4935302734,3697.2966308594,22514.6503906250
2024-04-05,741.8737182617,1057.0168457031,724.2764892578,3661.7832031250,1363.0545654297,1396.5742187500,372.5899047852,2157.0891113281,1442.7020263672,3643.9960937500,22513.6992187500
